  ,Reg #,AC #,Delivery Yr,SEAT MAP,Configuration
20S,A320,Over,water,,Non have ETOPS
77U,N797UA ,2897 ,1998,Polaris/PE,50J/24PE/46E+/156Y
77N,N798UA ,2798,1998,Polaris/PE,50J/24PE/46E+/156Y
77N,N799UA ,2799,1998,Polaris/PE,50J/24PE/46E+/156Y
77E,,ER, ,GE Powered Polaris/PE,All 772 Intl  Y/E+ Aspire/Rockwell Collins seats
772ER,N78001,3001,1998,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78002,3002,1998,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78003,3003,1998,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78004,3004,1998,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78005,3005,1998,Polaris/PE,50J/24PE/46E+/156Y
772ER,N77006,3006,1998,Polaris/PE,50J/24PE/46E+/156Y
772ER,N74007,3007,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78008,3008,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78009,3009,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N76010,3010,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N79011,3011,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N77012,3012,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78013,3013,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N77014,3014,1999,Polaris/PE,50J/24PE/46E+/156Y
772ER,N27015,3015,2000,Polaris/PE,50J/24PE/46E+/156Y
772ER,N57016,3016,2000,Polaris/PE,50J/24PE/46E+/156Y
772ER,N78017,3017,2002,Polaris/PE,50J/24PE/46E+/156Y
772ER,N37018,3018,2002,Polaris/PE,50J/24PE/46E+/156Y
772ER,N77019,3019,2007,Polaris/PE,50J/24PE/46E+/156Y
772ER,N69020,3020,2007,Polaris/PE,50J/24PE/46E+/156Y
772ER,N76021,3021,2010,Polaris/PE,50J/24PE/46E+/156Y
772ER,N77022,3022,2010,Polaris/PE,50J/24PE/46E+/156Y
,,,,,
77W,N2331U ,2131,2016,Polaris/PE,60J/24PE/62E+/204Y
77W,N2332U,2132,2016,Polaris/PE,60J/24PE/62E+/204Y
77W,N2333U ,2133,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2534U ,2134,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2135U ,2135,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2136U ,2136,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2737U ,2137,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2138U ,2138,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2639U ,2139,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2140U ,2140,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2341U ,2141,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2142U ,2142,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2243U ,2143,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2644U ,2144,2017,Polaris/PE,60J/24PE/62E+/204Y
77W,N2645U ,2145,2018,Polaris/PE,60J/24PE/62E+/204Y
77W,N2846U ,2146,2018,Polaris/PE,60J/24PE/62E+/204Y
77W,N2747U ,2147,2018,Polaris/PE,60J/24PE/62E+/204Y
77W,N2748U ,2148,2018,Polaris/PE,60J/24PE/62E+/204Y
77W,N2749U ,2149,2019,Polaris/PE,60J/24PE/62E+/204Y
77W,N2250U ,2150,2019,Polaris/PE,60J/24PE/62E+/204Y
77W,N2251U ,2151,2020,Polaris/PE,60J/24PE/62E+/204Y
77W,N2352U ,2152,2020,Polaris/PE,60J/24PE/62E+/204Y
,,,,,
787-8,N27901,3901,2012,Polaris/PP,28J/21PE/36E+/158Y
787-8,N26902,3902,2012,Polaris/PP,28J/21PE/36E+/158Y
787-8,N27903,3903,2012,Polaris/PP,28J/21PE/36E+/158Y
787-8,N20904,3904,2012,Polaris/PP,28J/21PE/36E+/158Y
787-8,N45905,3905,2012,Polaris/PP,28J/21PE/36E+/158Y
787-8,N26906,3906,2012,Polaris/PP,28J/21PE/36E+/158Y
787-8,N29907,3907,2013,Polaris/PP,28J/21PE/36E+/158Y
787-8,N27908,3908,2013,Polaris/PP,28J/21PE/36E+/158Y
787-8,N26909,3909,2014,Polaris/PP,28J/21PE/36E+/158Y
787-8,N26910,3910,2014,Polaris/PP,28J/21PE/36E+/158Y
787-8,N28912,3912,2014,Polaris/PP,28J/21PE/36E+/158Y
787-8,N30913,3913,2014,Polaris/PP,28J/21PE/36E+/158Y
78J,787-10, , ,,78X YE+= Aspire/Rockwell Collins seats
787-10,N14001,1001,2018,Polaris/PP,44J/21PE/54E+/199Y
787-10,N17002,1002,2018,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12003,1003,2018,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12004,1004,2018,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12005,1005,2018,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12006,1006,2019,Polaris/PP,44J/21PE/54E+/199Y
787-10,N91007,1007,2019,Polaris/PP,44J/21PE/54E+/199Y
787-10,N16008,1008,2019,Polaris/PP,44J/21PE/54E+/199Y
787-10,N16009,1009,2019,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12010,1010,2019,Polaris/PP,44J/21PE/54E+/199Y
787-10,N14011,1011,2019,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12012,1012,2020,Polaris/PP,44J/21PE/54E+/199Y
787-10,N13013,1013,2020,Polaris/PP,44J/21PE/54E+/199Y
787-10,N13014,1014,2020,Polaris/PP,44J/21PE/54E+/199Y
787-10,N17015,1015,2022,Polaris/PP,44J/21PE/54E+/199Y
787-10,N14016,1016,2022,Polaris/PP,44J/21PE/54E+/199Y
787-10,N17017,1017,2022,Polaris/PP,44J/21PE/54E+/199Y
787-10,N13018,1018,2022,Polaris/PP,44J/21PE/54E+/199Y
787-10,N14019,1019,2022,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12020,1020,2022,Polaris/PP,44J/21PE/54E+/199Y
787-10,N12021,1021,2022,Polaris/PP,44J/21PE/54E+/199Y
,,,,,
787-9,N38950,3950,2014,Polaris/PP,48J/21PE/39E+/149Y
787-9,N19951,3951,2014,Polaris/PP,48J/21PE/39E+/149Y
787-9,N26952,3952,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N35953,3953,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N13954,3954,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N38955,3955,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N45956,3956,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N27957,3957,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N27958,3958,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N27959,3959,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N26960,3960,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29961,3961,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N36962,3962,2015,Polaris/PP,48J/21PE/39E+/149Y
787-9,N17963,3963,2016,Polaris/PP,48J/21PE/39E+/149Y
787-9,N27964,3964,2016,Polaris/PP,48J/21PE/39E+/149Y
787-9,N27965,3965,2016,Polaris/PP,48J/21PE/39E+/149Y
787-9,N26966,3966,2016,Polaris/PP,48J/21PE/39E+/149Y
787-9,N26967,3967,2016,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29968,3968,2017,Polaris/PP,48J/21PE/39E+/149Y
787-9,N15969,3969,2017,Polaris/PP,48J/21PE/39E+/149Y
787-9,N26970,3970,2017,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29971,3971,2018,Polaris/PP,48J/21PE/39E+/149Y
787-9,N24972,3972,2018,Polaris/PP,48J/21PE/39E+/149Y
787-9,N24973,3973,2018,Polaris/PP,48J/21PE/39E+/149Y
787-9,N24974,3974,2018,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29975,3975,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N24976,3976,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29977,3977,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29978,3978,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N24979,3979,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N24980,3980,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29981,3981,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N25982,3982,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N23983,3983,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29984,3984,2020,Polaris/PP,48J/21PE/39E+/149Y
787-9,N29985,3985,2021,Polaris/PP,48J/21PE/39E+/149Y
787-9,N19986,3986,2021,Polaris/PP,48J/21PE/39E+/149Y
787-9,N28987,3987,2021,Polaris/PP,48J/21PE/39E+/149Y
78Z,,,, , 
38M,N37297,7297,NEXT,,16F/54E+/96Y
38M,N47298,7298,NEXT,,16F/54E+/96Y
38M,N17315,7315,NEXT,,16F/54E+/96Y
38M,N17335,7335,NEXT,,16F/54E+/96Y
38M,N17341,7341,NEXT,,16F/54E+/96Y
38M,N47343,7343,NEXT,,16F/54E+/96Y
38M,N17344,7344,NEXT,,16F/54E+/96Y
38M,N47345,7345,NEXT,,16F/54E+/96Y
38M,N17346,7346,NEXT,,16F/54E+/96Y
38M,N17347,7347,NEXT,,16F/54E+/96Y
38M,N37348,7348,NEXT,,16F/54E+/96Y
38M,N17349,7349,NEXT,,16F/54E+/96Y
38M,N67350,7350,NEXT,,16F/54E+/96Y
38M,N37351,7351,NEXT,,16F/54E+/96Y
38M,N37352,7352,NEXT,,16F/54E+/96Y
38M,N37353,7353,NEXT,,16F/54E+/96Y
38M,N37354,7354,NEXT,,16F/54E+/96Y
38M,N17355,7355,NEXT,,16F/54E+/96Y
38M,N17356,7356,NEXT,,16F/54E+/96Y
38M,N37357,7357,NEXT,,16F/54E+/96Y
38M,N17358,7358,NEXT,,16F/54E+/96Y
38M,N17359,7359,NEXT,,16F/54E+/96Y
38M,N47360,7360,NEXT,,16F/54E+/96Y
38M,N17361,7361,NEXT,,16F/54E+/96Y
38M,N17362,7362,NEXT,,16F/54E+/96Y
38M,N17363,7363,NEXT,,16F/54E+/96Y
38M,N17364,7364,NEXT,,16F/54E+/96Y
38M,N37364,7365,NEXT,,16F/54E+/96Y
38M,N27366,7366,NEXT,,16F/54E+/96Y
38M,N37367,7367,NEXT,,16F/54E+/96Y
38M,N37368,7368,NEXT,,16F/54E+/96Y
38M,N43769,7369,NEXT,,16F/54E+/96Y
38M,N34770,7370,NEXT,,16F/54E+/96Y
38M,N37371,7371,NEXT,,16F/54E+/96Y
38M,N37372,7372,NEXT,,16F/54E+/96Y
38M,N17373,7373,NEXT,,16F/54E+/96Y
Model,Reg #,AC #,SEAT MAP,,Configuration
 , , ,737MAX9,,144 remaining
39M,N77580,7580,NEXT,,20F/48E+/111Y
39M,N77581,7581,NEXT,,20F/48E+/111Y
39M,N77582,7582,NEXT,,20F/48E+/111Y
39M,N17583,7583,NEXT,,20F/48E+/111Y
39M,N77584,7884,NEXT,,20F/48E+/111Y
39M,N77585,7585,NEXT,,20F/48E+/111Y
39M,N27586,7586,NEXT,,20F/48E+/111Y
39M,N77587,7587,NEXT,,20F/48E+/111Y
39M,N77588,7588,NEXT,,20F/48E+/111Y
39M,N17589,7589,NEXT,,20F/48E+/111Y
39M,N77590,7590,NEXT,,20F/48E+/111Y
39M,N77591,7591,NEXT,,20F/48E+/111Y
39M,N77592,7592,NEXT,,20F/48E+/111Y
39M,N17593,7593,NEXT,,20F/48E+/111Y
39M,N17594,7594,NEXT,,20F/48E+/111Y
39M,N17595,7595,NEXT,,20F/48E+/111Y
39M,N17596,7596,NEXT,,20F/48E+/111Y
39M,N17597,7597,NEXT,,20F/48E+/111Y
39M,N77598,7598,NEXT,,20F/48E+/111Y
39M,N17599,7599,NEXT,,20F/48E+/111Y
39M,N97801,7801,NEXT,,20F/48E+/111Y
39M,N97802,7802,NEXT,,20F/48E+/111Y
39M,N67803,7803,NEXT,,20F/48E+/111Y
39M,Nx7804,7804,NEXT,,20F/48E+/111Y
39M,N97805,7805,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
39M, , ,NEXT,,20F/48E+/111Y
Model,Reg #,AC #,SEAT MAP,,Configuration
