time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h)
2023-07-10,14.370833333333332,83.20833333333333,0.0,1015.6625,1015.5625,55.708333333333336,18.891666666666666
2023-07-11,14.958333333333334,80.58333333333333,0.0,1015.0625,1014.9625,50.666666666666664,16.1375
2023-07-12,14.454166666666666,84.79166666666667,0.0,1016.2708333333334,1016.1708333333332,46.333333333333336,18.604166666666668
2023-07-13,15.129166666666668,81.66666666666667,0.0,1016.1833333333334,1016.0833333333334,13.666666666666666,19.541666666666668
2023-07-14,14.637500000000001,84.875,0.0,1014.6,1014.5,68.45833333333333,17.395833333333332
2023-07-15,15.4375,81.0,0.0,1012.2541666666666,1012.1541666666667,41.583333333333336,15.958333333333334
2023-07-16,17.650000000000002,70.79166666666667,0.0,1010.8000000000001,1010.6999999999999,44.333333333333336,17.075
2023-07-17,16.833333333333332,72.70833333333333,0.0,1011.6833333333334,1011.5833333333334,25.0,22.075
2023-07-18,14.779166666666667,82.83333333333333,0.0,1014.1374999999999,1014.0375,48.333333333333336,21.150000000000002
2023-07-19,14.358333333333334,85.375,0.0,1016.2958333333332,1016.1958333333333,72.25,18.229166666666668
2023-07-20,15.325000000000001,80.41666666666667,0.0,1016.3375,1016.2375000000001,29.166666666666668,17.504166666666666
2023-07-21,16.245833333333334,74.16666666666667,0.0,1013.6458333333334,1013.5458333333332,2.5833333333333335,17.945833333333333
2023-07-22,17.370833333333334,69.08333333333333,0.0,1011.0083333333333,1010.9083333333333,19.958333333333332,17.775000000000002
2023-07-23,16.316666666666666,74.08333333333333,0.0,1012.2375000000001,1012.1374999999999,22.458333333333332,21.40416666666667
2023-07-24,15.049999999999999,83.79166666666667,0.0,1017.5166666666668,1017.4166666666666,35.75,22.05
2023-07-25,15.695833333333333,84.45833333333333,0.0,1017.1458333333334,1017.0458333333332,45.375,19.541666666666668
2023-07-26,15.904166666666667,80.04166666666667,0.0,1015.6374999999999,1015.5375,12.75,19.2375
2023-07-27,15.341666666666667,79.41666666666667,0.0,1015.9833333333332,1015.8833333333333,2.9166666666666665,21.2375
2023-07-28,15.15,81.95833333333333,0.0,1016.6666666666666,1016.5666666666666,20.708333333333332,21.108333333333334
2023-07-29,15.066666666666668,81.08333333333333,0.0,1017.7458333333334,1017.6458333333334,26.041666666666668,19.55
2023-07-30,15.466666666666667,78.04166666666667,0.0,1016.6,1016.5,6.375,19.020833333333332
2023-07-31,15.404166666666667,81.125,0.0,1015.775,1015.6750000000001,24.291666666666668,20.033333333333335
2023-08-01,14.941666666666668,85.70833333333333,0.0,1016.7291666666666,1016.6291666666667,83.83333333333333,19.133333333333333
2023-08-02,14.9375,87.08333333333333,0.0,1017.5875,1017.4875000000001,86.875,22.6125
2023-08-03,14.595833333333333,90.70833333333333,0.025000000000000005,1018.9499999999999,1018.85,90.0,25.329166666666666
2023-08-04,14.549999999999999,88.95833333333333,0.0,1017.2916666666666,1017.1916666666666,72.25,20.037499999999998
2023-08-05,16.037499999999998,82.33333333333333,0.0,1015.7291666666666,1015.6291666666666,33.041666666666664,18.2
2023-08-06,17.4375,74.75,0.0,1015.4,1015.3000000000001,0.041666666666666664,16.579166666666666
2023-08-07,17.145833333333332,77.41666666666667,0.0,1014.3916666666668,1014.2916666666666,12.666666666666666,18.408333333333335
2023-08-08,15.808333333333332,88.45833333333333,0.0,1014.8958333333334,1014.7958333333332,88.41666666666667,23.429166666666664
2023-08-09,15.691666666666668,86.41666666666667,0.0,1013.8041666666667,1013.7041666666668,85.29166666666667,18.195833333333333
2023-08-10,16.058333333333334,87.5,0.0,1013.975,1013.875,85.66666666666667,18.120833333333334
2023-08-11,16.033333333333335,87.16666666666667,0.0,1015.5375,1015.4375,84.75,16.920833333333334
2023-08-12,17.054166666666667,79.125,0.0,1015.8791666666666,1015.7791666666667,64.125,14.229166666666666
2023-08-13,16.7625,80.16666666666667,0.0,1014.6333333333333,1014.5333333333333,75.375,13.5375
2023-08-14,16.966666666666665,77.54166666666667,0.0,1013.4916666666667,1013.3916666666668,68.79166666666667,13.108333333333334
2023-08-15,16.454166666666666,80.83333333333333,0.0,1015.0666666666666,1014.9666666666667,69.41666666666667,13.8375
2023-08-16,17.170833333333334,85.25,0.0,1014.0124999999999,1013.9125,83.20833333333333,13.2875
2023-08-17,17.245833333333334,86.33333333333333,0.0,1011.4125,1011.3125,86.95833333333333,14.924999999999999
2023-08-18,17.7,83.41666666666667,0.0,1010.9499999999999,1010.85,80.125,16.829166666666666
2023-08-19,16.8,85.66666666666667,0.0,1009.85,1009.75,78.29166666666667,15.045833333333334
2023-08-20,17.7,80.20833333333333,0.0,1007.025,1006.9250000000001,59.333333333333336,13.625
2023-08-21,19.666666666666668,76.91666666666667,0.0,1011.4499999999999,1011.35,50.708333333333336,22.491666666666664
2023-08-22,19.4875,80.66666666666667,0.0,1015.6625,1015.5625,45.833333333333336,12.170833333333334
2023-08-23,20.433333333333334,72.95833333333333,0.0,1013.1125000000001,1013.0124999999999,23.25,10.775
2023-08-24,19.412499999999998,77.125,0.0,1012.5625,1012.4625,25.125,18.95
2023-08-25,17.020833333333332,83.5,0.0,1015.4708333333333,1015.3708333333334,65.58333333333333,15.233333333333334
2023-08-26,15.941666666666668,85.08333333333333,0.0,1016.4125,1016.3125,66.04166666666667,17.55
2023-08-27,17.029166666666665,80.625,0.0,1016.9458333333333,1016.8458333333333,6.208333333333333,19.054166666666667
2023-08-28,17.404166666666665,78.625,0.0,1015.6541666666667,1015.5541666666667,0.125,19.195833333333333
2023-08-29,17.929166666666667,73.75,0.0,1015.1458333333334,1015.0458333333332,0.3333333333333333,21.333333333333332
2023-08-30,19.045833333333334,69.66666666666667,0.0,1011.5083333333333,1011.4083333333333,3.125,12.283333333333333
2023-08-31,16.666666666666668,84.70833333333333,0.0,1008.125,1008.025,48.416666666666664,21.770833333333332
2023-09-01,16.75,87.125,0.04583333333333334,1010.1583333333333,1010.0583333333334,82.20833333333333,18.220833333333335
